Front Squat;1: Grip the bar slightly wider than shoulder-width. Step forward and place the bar on the front of your shoulders: on top of your clavicles, and tight against your throat.#2: Inhale and brace your core slightly, and unrack the bar.#3: Take two steps back, and adjust your foot position.#4: Squat as deep as possible with good technique.#5: With control, stop and reverse the movement, extending your hips and legs again.#6: Exhale on the way up or exchange air in the top position.#7: Breathe in and repeat for reps.;Quads#Glutes#Adductors#Lower Back#Calves
Goblet Squat;1: Grab a kettlebell in the sides of the handle, and hold the kettlebell against your chest.#2: Stand with your feet about shoulder-width apart, and your toes pointing slightly outward.#3: Inhale, lightly brace your core, and squat down as deep as possible.#4: Reverse the movement and return to the starting position. Exhale on the way up.;Quads#Glutes#Adductors#Lower Back#Calves
Hack Squat Machine;1: Adjust the machine to the correct height and place your shoulders against the shoulder pads.#2: Put your feet on the plate, slightly in front of the base of the sled and about shoulder width apart.#3: Extend your legs and disengage the sled’s locks.#4: Inhale, brace your core lightly, and squat down as deep as you can with good form.#5: Reverse the movement with control, and extend your legs again until you’re back in the starting position. Exhale on the way up.;Quads#Glutes#Adductors
Half Air Squat;1: Stand with your feet about shoulder width apart, or where you feel comfortable.#2: Squat as deep as possible, or as deep as you want. #3: Reverse the movement, and return to a standing position.;Quads#Glutes#Adductors#Calves
Hip Adduction Machine;1: Adjust the machine to the appropriate settings, sit down with your legs outside the pads, and grip the handles.#2: Push the pads toward eachother by bringin your legs together.#3: Return with control to the starting position.;Adductors
Landmine Hack Squat;1: Place one end of a barbell into a corner. Facing away from the bar, place the other end on one of your shoulders.#2: Inhale and brace your core lightly. Squat down as deep as possible with good technique.#3: With control, stop and reverse the movement, extending your hips and legs again until you are standing up.;Quads#Glutes#Adductors
Landmine Squat;1: Place one end of a barbell into a corner. Grip the other end with both of your hands and rest your hands against the top of your chest.#2: Inhale and brace your core lightly. Squat down as deep as possible with good technique.#3: With control, stop and reverse the movement, extending your hips and legs again until you are standing up.;Quads#Glutes#Adductors##Lower Back#Calves
Leg Extension;1: Adjust the machine so that you are correctly positioned. Your knees should be in line with the machine’s joint.#2: Extend your knees with control, until they are completely straight.#3: Slowly lower the weight again.;Quads
Leg Press;1: Adjust the machine so that you only need to extend your legs slightly to be able to release the weights. Adjust the safety pins so that they catch the weight if you are unable to lift it.#2: Place your feet on the platform, about shoulder-width apart.#3: Inhale and lower the weight by bending your legs.#4: Lower the weight as deep as possible without rounding your back and while keeping your glutes on the seat.#5: Press the weight back up again as you exhale.;Quads#Glutes#Adductors#Hamstrings
Lying Leg Curl;1: Adjust the machine so that you are correctly positioned. Your knees should be in line with the machines joint.#2: Lift the weight by bending your knees as far as possible.#3: Slowly lower the weight again.;Hamstrings
Pause Squat;1: Place the bar on your upper back, inhale and brace your core slightly, and unrack the bar.#2: Take two steps back, and adjust your foot position.#3: Squat as deep as possible with good technique.#4: Stop in the bottom position, and make a distinct pause.#5: Stand up again. Exhale on the way up, or exchange air in the top position.#6: Inhale and repeat for reps.;Quads#Glutes#Adductors#Lower Back#Calves
Romanian Deadlift;1: Get into the starting position by deadlifting a barbell off the floor, or by unracking it from a barbell rack.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the barbell to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Safety Bar Squat;1: Grip the handles of a safety squat bar, and place the bar on your upper back.#2: Inhale, brace your core slightly, and unrack the bar.#3: Take two steps back, and adjust your foot position.#4: Squat as deep as possible with good technique.#5: With control, stop and reverse the movement, extending your hips and legs again.#6: Exhale on the way up, or exchange air in the top position.#7: Inhale and repeat for reps.;Quads#Glutes#Adductors#Lower Back#Calves
Seated Leg Curl;1: Adjust the machine so that you are correctly positioned. Your knees should be in line with the machines joint.#2: Push the weight down by bending your knees as far as possible.#3: Slowly let the weight back again.;Hamstrings
Shallow Body Weight Lunge;1: Take a big step forward, and lower your body in a lunge position. #2: Go as deep as your mobility allows, or where you want to reverse the movement. #3: Lift your body by pressing the front leg away from the ground. #4: Repeat for reps. ;Quads#Glutes#Adductors#Hamstrings
Side Lunges (Bodyweight);1: Stand up straight with plenty of space to your side for you to step out. #2: Lightly brace your core, and take a big step to the side. #3: Go as deep as possible without your heel lifting from the ground and while maintaining control. #4: Push yourself back up by pressing the foot from the ground. #5: Repeat for reps. ;
Smith Machine Squat;1: Step in with your feet directly below the bar, about shoulder width between your feet, and place the bar on your upper back.#2: Inhale and brace your core slightly, and unrack the bar.#3: Squat as deep as possible with good technique.#4: With control, stop and reverse the movement, extending your hips and legs again.#5: Exhale on the way up, or exchange air in the top position.;Quads#Glutes#Adductors#Lower Back#Calves
Squat;1: Place the bar on your upper back. Inhale and brace your core slightly, and unrack the bar.#2: Take two steps back, and adjust your foot position.#3: Squat as deep as possible with good technique.#4: With control, stop and reverse the movement, extending your hips and legs again.#5: Exhale on the way up or exchange air in the top position.#6: Inhale and repeat for reps.;#Quads##Adductors##Glutes##Lower Back##Calves
Step Up;1: Stand in front of a chair, bench or something else that you can step up on.#2: Place your foot on the chair. #3: Lightly brace your core, and step up until your leg is straight.#4: Lower yourself in a controlled motion. #5: You can keep your foot at the chair, and repeat for reps. ;
Back Extension;1: First, adjust the machine: The top pad should be positioned against the top of your thighs.#2: Step onto the machine and position yourself with your feet shoulder-width apart and your upper thighs against the top pad.#3: Your upper body should be hanging off the edge of the machine, with your arms crossed over your chest or your hands behind your head.#4: Hold a weight plate against your chest or a barbell across your shoulders if you want to use additional weight.#5: Prepare to lift: Take a deep breath in, and as you exhale, engage your lower back muscles to lift your upper body until your body forms a straight line.#6: Hold this position for a second, then inhale as you slowly lower your upper body back down to the starting position. Make sure to keep your movements slow and controlled, and don’t use momentum to swing your body up or down.;Glutes#Lower Back#Hamstrings
Barbell Row;1: Grip the bar with an overhand grip.#2: Lean forward with the bar hanging from straight arms.#3: Inhale and pull the bar towards you.#4: Pull the bar as high as you can so that it touches your abs or chest, if possible.#5: With control, lower the bar back to the starting position.;Lats#Trapezius#Rear Deltoids#Biceps#Lower Back#Forearm Flexors#Rotator Cuff
Barbell Shrug;1: Hold a barbell in straight arms in front of your body.#2: Lift your shoulders straight up as high as possible.#3: Lower your shoulders again.;Trapezius#Forearm Flexors
Block Snatch;1: Place a barbell on two blocks, so that it is resting just above knee height.#2: Lean forward and grip the bar with a wide overhand grip.#3: Inhale, and brace your core slightly.#4: Lift the bar in a smooth but fast motion, by extending your legs and knees simultaneously.#5: Once the bar has reached maximum speed, squat down deep and catch the bar on straight arms over your head.#6: When you’ve got control of the bar, stand up straight.#7: Lower the bar down to the blocks again, with control.;Glutes#Lower Back#Adductors#Quads#Hamstrings#Trapezius#Calves#Forearm Flexors
Cable Close Grip Seated Row;1: Attach a narrow handle to the cable row, and assume the starting position.#2: Maintain an upright posture with your chest out, shoulders back, and core engaged. Lean forward slightly and let your scapulae move freely by letting them slide forward to the starting position.#3: Inhale, retract your shoulder blades and pull the handle towards your lower abdomen while leaning back slightly.#4: Exhale and slowly return to the starting position by extending your arms and leaning forward.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuffs
Cable Wide Grip Seated Row;1: Grip a bar slightly wider than shoulder width and assume the starting position.#2: Inhale and pull the handle towards your abdomen, while leaning back slightly.#3: Exhale and slowly return to the starting position by extending your arms and leaning forward.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuffs
Chin-Up;1: Grip the bar with a supinated grip (palms facing you), about shoulder-width apart. #2: Keep your chest up, and look up at the bar.#3: Inhale and pull yourself up until your chin is over the bar, or the bar touches your upper chest.#4: Exhale and lower yourself with control until your arms are fully extended.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
Clean;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Lean forward and grip the bar with an overhand grip, about shoulder-width apart.#3: Hold your breath, and brace your core slightly.#4: Lift the bar in a smooth but fast motion. Then squat down again to receive the bar on the front of your shoulders.#5: Stand up on straight legs again.#6: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Quads#Hamstrings#Trapezius#Forearm Flexors#Calves
Clean and Jerk;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Lean forward and grip the bar with an overhand grip, about shoulder-width apart.#3: Hold your breath, and brace your core slightly.#4: Lift the bar in a smooth but fast motion. Then squat down again to receive the bar on the front of your shoulders. Stand up on straight legs again.#5: Slightly bend your knees, and then forcefully extend them to push the bar up.#6: Duck under the bar and catch it on straight arms, with your legs in a lunge position.#7: First, take a step back with your front foot and then step forward with your back foot, until you’re standing with your feet side by side again, while controlling the bar on straight arms above your head.#8: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Quads#Front Deltoid#Hamstrings#Trapezius#Forearm Flexors#Triceps#Lateral Deltoid#Calves
Deadlift;1: Step up close to the bar so that it is about over the middle of your foot.#2: Inhale, lean forward, and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
Deficit Deadlift;1: Stand on an elevation of optional height (i.e. a weight plate), and stand close to the bar, so that it is about over the middle of your foot.#2: Inhale, lean forward, and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
Dumbbell Deadlift;1: Hold a dumbbell in each hand, and stand with your feet about hip-width apart.#2: Inhale and lightly brace your core.#3: Lower the dumbbells close to the floor, by leaning forward and bending your knees.#4: Reverse the movement, and return to a standing position. Exhale on the way up.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
Dumbbell Row;1: Start by placing a dumbbell on the floor beside a bench or chair. Stand facing the bench or chair and place your left hand and left knee on top of it.#2: Keep your back flat and parallel to the ground, with a slight bend in the standing leg. Grip the dumbbell with your right hand.#3: Inhale and pull the dumbbell by driving the elbow toward the ceiling.#4: With control, lower the dumbbell back to the starting position while exhaling.#5: Complete desired reps on one side, then switch to the opposite arm and leg.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuff
Dumbbell Shrug;1: Hold a pair of dumbbells at your sides.#2: Lift your shoulders straight up as high as possible.#3: Lower your shoulders again.;Trapezius#Forearm Flexors
Floor Back Extension;1: Lie on the ground with your arms at about a 90-degree angle to your sides. #2: Fix your eyes on the ground to keep the neck in a natural position. #3: Lift your upper body by using your lower back. You may pause at the top of the movement, feeling the lower back muscles working.  #4: Lower your upper body in a slow and controlled motion. #5: Repeat for reps.;Lower Back
Good Morning;1: Place the bar on your upper back. Inhale and brace your core slightly, and unrack the bar.#2: Take two steps back, and place your feet slightly wider than hip-width.#3: Inhale and hold your breath, and lean forward by hinging your hips. Imagine that you are trying to push your butt back as far as possible.#4: Lean forward as far as you can with a straight back, and without the bar rolling forward.#5: Your knees will bend slightly, but most of the movement takes place in the hips.#6: With control, stop and reverse the movement, extending your hips again while exhaling.#7: At the top, inhale and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors
Hang Clean;1: Grip the bar with an overhand grip, about shoulder-width apart, and lift it up to get into the starting position.#2: Hold your breath, and brace your core slightly.#3: Lower the bar along your thighs, down to about knee-level, by bending your hips and knees.#4: Reverse the movement, and lift the bar in a smooth but fast motion by extending your legs and knees simultaneously. Then squat down again to receive the bar on the front of your shoulders.#5: Stand up on straight legs again.#6: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Quads#Hamstrings#Trapezius#Forearm Flexors#Calves
Hang Power Clean;1: Grip the bar with an overhand grip, about shoulder-width apart, and lift it up to get into the starting position.#2: Hold your breath, and brace your core slightly.#3: Lower the bar along your thighs, down to about knee-level, by bending your hips and knees.#4: Reverse the movement, and lift the bar in a smooth but fast motion by extending your legs and knees simultaneously.#5: Bend your knees slightly and receive the bar on the front of your shoulders.#6: Stand up on straight legs again.#7: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Hamstrings#Trapezius#Forearm Flexors
Hang Power Snatch;1: Grip the bar with a wide overhand grip, and lift it up to get into the starting position, with the bar resting in the hip crease.#2: Hold your breath, and brace your core slightly.#3: Lower the bar along your thighs, down to about knee-level, by bending your hips and knees.#4: Reverse the movement, and lift the bar in a smooth but fast motion, by extending your legs and knees simultaneously.#5: Once the bar has reached maximum speed, bend your knees slightly and catch the bar on straight arms over your head.#6: When you’ve got control of the bar, stand up straight.#7: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Hamstrings#Trapezius#Forearm Flexors
Hang Snatch;1: Grip the bar with a wide overhand grip and lift it up to get into the starting position, with the bar resting in the hip crease.#2: Hold your breath and brace your core slightly.#3: Lower the bar along your thighs, down to about knee-level, by bending your hips and knees.#4: Reverse the movement and lift the bar in a smooth but fast motion, by extending your legs and knees simultaneously.#5: Once the bar has reached maximum speed, squat down deep and catch the bar on straight arms over your head.#6: When you’ve got control of the bar, stand up straight.#7: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Quads#Hamstrings#Trapezius#Forearm Flexors#Calves
Inverted Row;1: Place a barbell in a rack, high enough for you to be able to hang below it in straight arms, with your heels on the floor.#2: Grip the bar with an overhand grip, slightly wider than shoulder-width apart. #3: Inhale, and pull yourself up as high as you can, or until your chest touches the bar.#4: Exhale, while lowering yourself back to the starting position with control.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuff
Inverted Row with Underhand Grip;1: Place a barbell in a rack, high enough for you to be able to hang below it in straight arms, with your heels on the floor.#2: Grip the bar with an underhand grip, about shoulder-width apart. #3: Inhale, and pull yourself up as high as you can, or until your chest touches the bar.#4: Exhale, while lowering yourself back to the starting position with control.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuff
Kettlebell Swing;1: Place a kettlebell on the ground, about one or two feet in front of you.#2: Take a wide stance, lean forward and grip the kettlebell.#3: Brace your core slightly, and swing the kettlebell back between your legs, while inhaling.#4: Swing the kettlebell forward by extending your hip, while exhaling.#5: Try to swing the kettlebell to about chest height.#6: Repeat for reps and put the kettlebell back on the ground when you’re finished.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Lat Pulldown With Pronated Grip;1: Begin by adjusting the thigh pad to fit snugly against your thighs to prevent your body from lifting off the seat.#2: Grasp the bar with an overhand (pronated) grip, with your hands slightly wider than shoulder-width apart.#3: Sit with your thighs under the thigh pad, keep your chest up, and look at the bar.#4: Pull the bar down towards your chest, leading with your elbows.  Pull until the bar is below your chin or touches your upper chest.#5: Squeeze your shoulder blades together at the bottom of the movement.#6: Exhale and slowly release the bar back up to the starting position.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
Lat Pulldown With Supinated Grip;1: Grip the bar with a supinated grip (palms facing you), about shoulder-width apart.#2: Sit down with your thighs under the leg support, keep your chest up, and look up at the bar.#3: Inhale and pull the bar towards you.#4: Pull the bar down until it is below your chin or touches your upper chest.#5: Exhale and slowly return the bar until your arms are fully extended.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
One-Handed Cable Row;1: Grab the handle and assume the starting position.#2: Inhale and pull the handle towards the side of your abdomen, while leaning back slightly.#3: Exhale and slowly return to the starting position by extending your arm and leaning forward.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuffs
One-Handed Lat Pulldown;1: Sit down with your thighs under the leg support, grasp the handle with one hand, keep your chest up, and look slightly up.#2: Inhale and pull the handle towards your side.#3: Exhale and slowly return the handle until your arm is extended again.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
Pause Deadlift;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Inhale, lean forward, and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pause the movement when the bar is just a few inches above the floor.#5: After a pause of a second or two, complete the lift by pulling the bar close to your body, until fully extended.#6: Lower the bar back to the ground with control.#7: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
Pendlay Row;1: Lean forward by hinging in your hip, and grip a bar with an overhand grip.#2: Pull the bar towards you, without otherwise moving your upper body. Pull the bar as high as you can, so that it touches your abs or chest if possible.#3: With control, lower the bar back to the floor.;Lats#Trapezius#Rear Deltoids#Biceps#Lower Back#Forearm Flexors#Rotator Cuff
Power Clean;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Lean forward and grip the bar with an overhand grip, about shoulder-width apart.#3: Hold your breath, and brace your core slightly.#4: Lift the bar in a smooth but fast motion. Bend your knees slightly and receive the bar on the front of your shoulders.#5: Stand up on straight legs again.#6: Lower the bar in front of you, with control.;Glutes#Lower Back#Quads#Adductors#Hamstrings#Trapezius#Forearm Flexors
Power Snatch;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Lean forward and grip the bar with a wide overhand grip, close to the weight plates.#3: Hold your breath, brace your core slightly, and lower your hip closer to the floor.#4: Lift the bar in a smooth but fast motion, by extending your legs and knees simultaneously.#5: Once the bar has reached maximum speed, bend your knees slightly and catch the bar on straight arms over your head.#6: When you’ve got control of the bar, stand up straight.#7: Lower the bar in front of you, with control.;Glutes#Lower Back#Quads#Adductors#Hamstrings#Trapezius#Forearm Flexors
Pull-Up;1: Grip the bar with palms facing away from you, slightly wider than shoulder-width.#2: Keep your chest up, and look up at the bar.#3: Inhale and pull yourself up until your chin is over the bar or the bar touches your upper chest.#4: Exhale and lower yourself with control until your arms are fully extended.;Lats#Biceps#Rear Deltoids#Forearm Flexors#Rotator Cuffs
Rack Pull;1: Set the bar at desired height, using a rack or blocks.#2: Step up close to the bar, so that it is over the middle of your foot.#3: Inhale, lean forward and bend your knees slightly, and grip the bar.#4: Hold your breath, brace your core, and lift the bar.#5: Pull the bar close to your body with a straight back, until you are standing straight.#6: Lower the bar back to the rack or blocks with control.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Seal Row;1: Lie on your stomach on a bench, with a barbell placed on the floor below you.#2: Grip the bar with an overhand grip, slightly wider than shoulder-width.#3: Inhale and pull the bar towards you.#4: Pull the bar as high as you can, so that it touches the underside of the bench if possible.#5: With control, lower the bar back to the starting position.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuff
Seated Machine Row;1: Adjust the machine to the correct settings and sit down in the starting position.#2: Inhale and pull the handles towards you, as far as possible.#3: Exhale and slowly return the handles to the starting position again.;Lats#Trapezius#Rear Deltoids#Biceps#Forearm Flexors#Rotator Cuff
Snatch;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Lean forward and grip the bar with a wide overhand grip, close to the weight plates.#3: Hold your breath, brace your core slightly, and lower your hip closer to the floor.#4: Lift the bar in a smooth but fast motion, by extending your legs and knees simultaneously.#5: Once the bar has reached maximum speed, squat down deep and catch the bar on straight arms over your head.#6: When you’ve got control of the bar, stand up straight.#7: Lower the bar in front of you, with control.;Glutes#Lower Back#Adductors#Quads#Hamstrings#Trapezius#Forearm Flexors#Calves
Snatch Grip Deadlift;1: Step up close to the bar, so that it is about over the middle of your foot.#2: Inhale, lean forward and take a wide grip, like in a snatch.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
Stiff-Legged Deadlift;1: Step up close to the bar, so that it is about over the middle of your foot. Keep your feet shoulder-width apart.#2: Inhale, lean forward with only a slight bend in your knees, and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you have reached a standing position.#5: Lower the bar back to the ground with control, still keeping your legs straight.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Straight Arm Lat Pulldown;1: Grip the bar with a pronated grip (palms facing away from you), slightly wider than shoulder-width.#2: With straight arms, push the bar down in front of you by contracting your lats.#3: Slowly return the bar to the starting position.;Lats#Rear Deltoids#Rotator Cuffs
Sumo Deadlift;1: Step up close to the bar with wide foot placement. A good starting point is to have the bar over the middle of your foot and stand so wide that your shins are vertical, as seen from the front.#2: Inhale, bend down and grip the bar.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Pull the bar close to your body, with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Hamstrings#Adductors#Trapezius#Forearm Flexors
T-Bar Row;1: Stand on the plate, lean forward, and grasp the bar with an overhand grip in straight arms.#2: Inhale and pull the bar towards you as high as possible.#3: With control, lower the bar back to the starting position.;Lats#Trapezius#Rear Deltoids#Biceps#Lower Back#Forearm Flexors#Rotator Cuff
Trap Bar Deadlift With High Handles;1: Step into the bar’s opening, and position yourself so that the handles are in line with the middle of your feet.#2: Inhale, bend down and grip the handles.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Lift the bar with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Adductors#Trapezius#Forearm Flexors
Trap Bar Deadlift With Low Handles;1: Step into the bar’s opening and position yourself so that the handles are in line with the middle of your feet.#2: Inhale, bend down and grip the handles.#3: Hold your breath, brace your core slightly, and lift the bar.#4: Lift the bar with a straight back, until you are standing straight.#5: Lower the bar back to the ground with control.#6: Take another breath, and repeat for reps.;Glutes#Lower Back#Quads#Adductors#Trapezius#Forearm Flexors
Banded Side Kicks;1: Place an elastic band around your ankles. Hold on to something with your hands for balance.#2: Stand on one leg, while bringing your other leg as far out to the side as possible.#3: Bring the leg back in while resisting the band.;Abductors#Glutes
Cable Pull Through;1: Fasten a rope handle in the lower position on a cable pulley. Turn your back against the pulley, with the cable between your thights, and take a few steps forward.#2: Bend forward by hinging in your hips, and let the rope handle move backwards between your thighs.#3: Extend your hip again, and return to standing.;Glutes#Lower Back#Hamstrings#Adductors
Clamshells;1: Lie on your side, with your legs bent at about a 90-degree angle. #2: Tuck your pelvis in to properly activate your glutes. #3: Lightly brace your core and lift the upper leg by using your glutes. Lift as high as you can while maintaining contact with the glute muscles.#4: Lower the leg in a slow and controlled motion, and repeat for reps. ;Abductors#Glutes
Dumbbell Romanian Deadlift;1: Stand upright holding a pair of dumbbells.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the dumbbells to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Dumbbell Frog Pumps;1: Lie on your back and bring the soles of your feet together into a frog position, try to bring your feet as close to your butt as possible. Place a dumbbell on your hips.#2: Make sure to keep your core activated, and the lower back and shoulders pressed down on the floor before starting the movement.#3: Press your feet down into the floor and squeeze your glutes to thrust your hips upwards.#4: Pause at the top and then reverse the movement. Make sure to do the entire movement slow and controlled.;Glutes#Hamstrings#Adductors
Fire Hydrants;1: Stand on all fours, with your gaze on the floor. #2: Lightly brace your core and lift your leg to the side by using your glute muscles. Lift your leg as high as possible while maintaining contact with your glutes. #3: Slowly lower your leg and repeat for reps. ;Glutes
Frog Pumps;1: Lie on your back and bring the soles of your feet together into a frog position, try to bring your feet as close to your butt as possible.#2: Make sure to keep your core activated, and the lower back and shoulders pressed down on the floor before starting the movement.#3: Press your feet down into the floor and squeeze your glutes to thrust your hips upwards.#4: Pause at the top and then reverse the movement. Make sure to do the entire movement slow and controlled.;Glutes#Hamstrings#Adductors
Glute Bridge;1: Lie down with your feet on the floor. #2: Tuck the pelvis in to properly activate the glutes. #3: Push your hips towards the ceiling by using your glutes, until your body forms a straight line from head to knees. #4: Squeeze your glutes at the top.#5: Reverse the movement, and repeat for reps. ;Glutes#Quads
Hip Abduction Against Band;1: Sit down on a bench with an elastic band around your knees, and your feet about hip width apart.#2: Move your legs apart as far as possible, against the band.#3: Return with control to the starting position.;Abductors#Glutes
Hip Abduction Machine;1: Adjust the machine to the appropriate settings, sit down, and grip the handles.#2: Push the pads out by moving your legs apart as far as possible.#3: Return with control to the starting position.;Abductors#Glutes
Hip Thrust;1: Sit on the floor with your back against a sturdy bench.#2: Roll the barbell up over your thighs, until it is placed over your hips.#3: Place your feet on the floor, about shoulder-width apart, with bent knees.#4: Place your hands on the bar to stabilize it.#5: Push the bar towards the ceiling by extending your hips. Your knees should form a ~90 degree angle at the top.#6: Lower the weight and repeat for reps.;Glutes#Adductors#Quads
Hip Thrust Machine;1: Adjust the machine and get in position.#2: Push the pad towards the ceiling by extending your hips.#3: Lower the weight and repeat for reps.;Glutes#Adductors#Quads
Hip Thrust With Band Around Knees;1: Sit on the floor with your back against a sturdy bench.#2: Place an elastic band around your knees, just below them. #3: Roll the barbell up over your thighs, until it is placed over your hips.#4: Place your feet on the floor, about shoulder width apart, with bent knees.#5: Place your hands on the bar to stabilize it.#6: Push the bar towards the ceiling by extending your hips. Your knees should form a ~90 degree angle at the top.#7: Lower the weight and repeat for reps.;Glutes#Adductors#Abductors#Quads
Lateral Walk With Band;1: Place an elastic band around your ankles.#2: Walk sideways, so that you have to bring your leg out against the band’s resistance.#3: Choose for yourself if you want to change direction after every step, or if you for example want to walk ten steps in one direction followed by ten steps in the other direction.;Abductors#Glutes
Machine Glute Kickbacks;1: Adjust the machine to your body. The knees should be facing forward and resting near the bottom of the padding. Place your forearms on the upper padding and grip the handles.#2: Next, make sure that you have the arm of the machine under your knee. Brace your core, keep your body still, and start to press your leg backwards and upwards by activating the glute.#3: Push the leg as far up as you can without rotating in the hips, then return to the starting position.#4: Do all reps on one side first, and then switch to the other leg.;Glutes#Hamstrings#Adductors
One-Legged Glute Bridge;1: Lie down with one foot on the floor, one leg extended.  #2: Tuck the pelvis in to properly activate the glutes.#3: Push your hips towards the ceiling by using the glute muscle in the bent leg, until your body forms a straight line from head to foot.#4: Squeeze your glutes at the top.#5: Reverse the movement, and repeat for reps.;Glutes#Adductors#Abductors#Quads
One-Legged Hip Thrust ;1: Lean your back against a chair, sofa, bench or whatever furniture you have at hand.#2: Place one feet on the floor and lift the other leg. #3: Push your hips towards the ceiling, using your glute muscle in the leg that touches the floor. The working leg should form a ~90-degree angle at the top position.#4: Lower the hips and repeat for reps.;Glutes#Adductors#Abductors#Quads
Romanian Deadlift;1: Get into the starting position by deadlifting a barbell off the floor, or by unracking it from a barbell rack.#2: Inhale, brace your core slightly, and lean forward by hinging in your hips. Keep your knees almost completely extended.#3: Lean forward as far as possible without rounding your back. You don’t have to touch the barbell to the floor, although it is OK if you do.#4: Reverse the movement and return to the starting position. Exhale on the way up.#5: Take another breath, and repeat for reps.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
Single Leg Romanian Deadlift;1: Stand upright and hold the bar with your hands about shoulder-width apart.#2: Brace your core, and lift one leg off the ground.#3: Keep the back straight and start to lean forward by hinging at the hips. Lower until you feel a stretch in the standing leg’s hamstring. Make sure to keep your hips still, you don’t want the side with your lifted leg to start rotating upwards.#4: Return to the starting position. Finish all your reps on one side first, and then repeat on the other leg.;Glutes#Lower Back#Hamstrings#Adductors#Trapezius#Forearm Flexors
